StartDate,Summary,chapter,event,Order,values,position,narrative_status,drop_value
06-09-09,Quentin thinks about the true reason Rosa <br> summoned him to tell him about Sutpen. <br>  [SOURCE: Narrator],1,NA,Story,537,NA,NarratedConsciousness,537
06-09-09,Quentin recalls getting the note from Miss <br> Rosa that morning. [SOURCE: Quentin],1,NA,Plot,7,NA,Narrated,530
06-09-09,Quentin recalls getting the note from Miss <br> Rosa that morning. [SOURCE: Quentin],1,NA,Story,530,NA,Narrated,530
06-09-09,"Quentin walks over to Rosa's house, where <br> she awaits him.  [SOURCE: Narrator]",1,NA,Plot,8,NA,Narrated,531
06-09-09,"Quentin walks over to Rosa's house, where <br> she awaits him.  [SOURCE: Narrator]",1,NA,Story,531,NA,Narrated,531
06-09-09,"In rethinking Rosa's reasons for telling him <br> the Sutpen story, Quentin changes his mind. <br>  [SOURCE: Narrator]",1,NA,Plot,9,NA,Narrated,538
06-09-09,"In rethinking Rosa's reasons for telling him <br> the Sutpen story, Quentin changes his mind. <br>  [SOURCE: Narrator]",1,NA,Story,538,NA,Narrated,538
1862-01-01,"Quentin thinks about Rosa's poetic tributes to <br> the Confederate dead, and the ""martial background"" <br> of her family (6).  Elliptically, he refers to several of the <br> main events in the larger Sutpen story. <br>  [SOURCE: Narrator]",1,Henry shoots Charles,Plot,10,"""top right""",Narrated,353
1862-01-01,"Quentin thinks about Rosa's poetic tributes to <br> the Confederate dead, and the ""martial background"" <br> of her family (6).  Elliptically, he refers to several of the <br> main events in the larger Sutpen story. <br>  [SOURCE: Narrator]",1,Henry shoots Charles,Story,353,"""middle right""",Narrated,353
1833-06-01,"While waiting for Rosa to explain why <br> he is there, Quentin thinks over the <br> long Yoknapatawpha history of Sutpen and his <br> family.  All of this past is an inescapable <br> part of his identity.  [SOURCE: Narrator]",1,NA,Plot,11,NA,Narrated,55
1833-06-01,"While waiting for Rosa to explain why <br> he is there, Quentin thinks over the <br> long Yoknapatawpha history of Sutpen and his <br> family.  All of this past is an inescapable <br> part of his identity.  [SOURCE: Narrator]",1,NA,Story,55,NA,Narrated,55
06-09-09,"The narrative skips forward to a scene <br> between Quentin and his father that evening, <br> in which Mr. Compson offers an explanation <br> for why Rosa summoned Quentin that afternoon. <br>  [SOURCE: Narrator]",1,NA,Plot,12,NA,Narrated,551
06-09-09,"The narrative skips forward to a scene <br> between Quentin and his father that evening, <br> in which Mr. Compson offers an explanation <br> for why Rosa summoned Quentin that afternoon. <br>  [SOURCE: Narrator]",1,NA,Story,551,NA,Narrated,551
06-09-09,"As Quentin continues to listen to Rosa, <br> while somehow ""remembering"" what his father will <br> say later that day, the evoked ghosts <br> of Sutpen and Ellen morph into an <br> imagined photograph of the four Sutpens - <br> Thomas, Ellen, Judith and Henry - as <br> a ""conventional family group"" (9), juxtaposed to <br> the outraged voice of Rosa talking to <br> him in the same room.  [SOURCE: Narrator]",1,NA,Plot,13,NA,NarratedConsciousness,539
06-09-09,"As Quentin continues to listen to Rosa, <br> while somehow ""remembering"" what his father will <br> say later that day, the evoked ghosts <br> of Sutpen and Ellen morph into an <br> imagined photograph of the four Sutpens - <br> Thomas, Ellen, Judith and Henry - as <br> a ""conventional family group"" (9), juxtaposed to <br> the outraged voice of Rosa talking to <br> him in the same room.  [SOURCE: Narrator]",1,NA,Story,539,NA,NarratedConsciousness,539
1833-06-01,"Rosa narrates, with a lot of repetition <br> and many chronological discontinuities, her version of <br> the Sutpen story, starting with Sutpen's arrival <br> as an apparent fugitive without past or <br> pedigree.    [SOURCE: Rosa]",1,Sutpen arrives,Plot,14,"""middle right""",Told,52
1833-06-01,"Rosa narrates, with a lot of repetition <br> and many chronological discontinuities, her version of <br> the Sutpen story, starting with Sutpen's arrival <br> as an apparent fugitive without past or <br> pedigree.    [SOURCE: Rosa]",1,Sutpen arrives,Story,52,"""top left""",Told,52
1838-01-01,Rosa's narrative focuses for a moment on <br> her grudges against her father and sister <br> for involving the family with Sutpen.   [SOURCE: Rosa],1,NA,Plot,15,NA,Told,96
1838-01-01,Rosa's narrative focuses for a moment on <br> her grudges against her father and sister <br> for involving the family with Sutpen.   [SOURCE: Rosa],1,NA,Story,96,NA,Told,96
1861-01-01,"Rosa's narrative continues by describing Ellen's life <br> (and death) during the Civil War, amid <br> the Sutpen family's misfortunes.   [SOURCE: Rosa]",1,NA,Plot,16,NA,Told,316
1861-01-01,"Rosa's narrative continues by describing Ellen's life <br> (and death) during the Civil War, amid <br> the Sutpen family's misfortunes.   [SOURCE: Rosa]",1,NA,Story,316,NA,Told,316
1863-01-01,"Rosa's narrative isolates the moment when her <br> dying sister asked her, a mere child, <br> to protect her older niece.   [SOURCE: Rosa]",1,NA,Plot,17,NA,Told,361
1863-01-01,"Rosa's narrative isolates the moment when her <br> dying sister asked her, a mere child, <br> to protect her older niece.   [SOURCE: Rosa]",1,NA,Story,361,NA,Told,361
1838-01-01,Rosa's narrative returns to her grievance against <br> her sister for marrying Sutpen.   [SOURCE: Rosa],1,NA,Plot,18,NA,Told,97
1838-01-01,Rosa's narrative returns to her grievance against <br> her sister for marrying Sutpen.   [SOURCE: Rosa],1,NA,Story,97,NA,Told,97
1833-06-01,"Rosa's narrative circles back to the scene <br> of Sutpen's arrival in Jefferson, and briefly <br> describes the way he built his plantation. <br>   [SOURCE: Rosa]",1,NA,Plot,19,NA,Told,58
1833-06-01,"Rosa's narrative circles back to the scene <br> of Sutpen's arrival in Jefferson, and briefly <br> describes the way he built his plantation. <br>   [SOURCE: Rosa]",1,NA,Story,58,NA,Told,58
1838-06-03,Rosa explains Sutpen's marrying her sister by <br> contrasting the social respectability that her family <br> possessed with Sutpen's unwillingness to say anything <br> about his origins and history.   [SOURCE: Rosa],1,NA,Plot,20,NA,Told,116
1838-06-03,Rosa explains Sutpen's marrying her sister by <br> contrasting the social respectability that her family <br> possessed with Sutpen's unwillingness to say anything <br> about his origins and history.   [SOURCE: Rosa],1,NA,Story,116,NA,Told,116
1833-06-01,"Rosa returns to the moment of Sutpen's <br> arrival in Jefferson, interpreting the significance of <br> both his youth and the appearance of <br> ""those negroes of his"" (11).   [SOURCE: Rosa]",1,NA,Plot,21,NA,Told,49
1833-06-01,"Rosa returns to the moment of Sutpen's <br> arrival in Jefferson, interpreting the significance of <br> both his youth and the appearance of <br> ""those negroes of his"" (11).   [SOURCE: Rosa]",1,NA,Story,49,NA,Told,49
1845-01-01,"Rosa's narrative approaches her own relationship with <br> Sutpen circuitously, talking both about what she <br> had seen during the first 20 years <br> of her life, and about what happened <br> even before she was born.   [SOURCE: Rosa]",1,NA,Plot,22,NA,Told,132
1845-01-01,"Rosa's narrative approaches her own relationship with <br> Sutpen circuitously, talking both about what she <br> had seen during the first 20 years <br> of her life, and about what happened <br> even before she was born.   [SOURCE: Rosa]",1,NA,Story,132,NA,Told,132
1866-04-01,"Rosa says her life ended ""on an <br> afternoon in April forty-three years ago"" (12). <br>   [SOURCE: Rosa]",1,NA,Plot,23,NA,Told,443
1866-04-01,"Rosa says her life ended ""on an <br> afternoon in April forty-three years ago"" (12). <br>   [SOURCE: Rosa]",1,NA,Story,443,NA,Told,443
1850-01-01,"Rosa recapitulates the pattern of misfortune which <br> she blames on Sutpen, but admits she <br> nonetheless ""agreed to marry him"" (12).   [SOURCE: Rosa]",1,NA,Plot,24,NA,Told,147
1850-01-01,"Rosa recapitulates the pattern of misfortune which <br> she blames on Sutpen, but admits she <br> nonetheless ""agreed to marry him"" (12).   [SOURCE: Rosa]",1,NA,Story,147,NA,Told,147
1861-01-01,Rosa sets her willingness to marry Sutpen <br> in the context of the Civil War. <br>   [SOURCE: Rosa],1,NA,Plot,25,NA,Told,318
1861-01-01,Rosa sets her willingness to marry Sutpen <br> in the context of the Civil War. <br>   [SOURCE: Rosa],1,NA,Story,318,NA,Told,318
06-09-09,Rosa interrupts her narrative to ask Quentin <br> a rhetorical question.   [SOURCE: Rosa],1,NA,Plot,26,NA,Narrated,540
06-09-09,Rosa interrupts her narrative to ask Quentin <br> a rhetorical question.   [SOURCE: Rosa],1,NA,Story,540,NA,Narrated,540
1838-06-02,"Rosa returns to the marriage between Ellen <br> and Sutpen, blaming it on her father; <br> the role played by the church in <br> this event leads her to wonder if <br> both her family and ""the South"" have <br> been cursed by God (14).   [SOURCE: Rosa]",1,NA,Plot,27,NA,Told,112
1838-06-02,"Rosa returns to the marriage between Ellen <br> and Sutpen, blaming it on her father; <br> the role played by the church in <br> this event leads her to wonder if <br> both her family and ""the South"" have <br> been cursed by God (14).   [SOURCE: Rosa]",1,NA,Story,112,NA,Told,112
1850-01-01,"Rosa describes her visits as a child <br> to Sutpen's, and her sister's dying request, <br> and wonders again ""what crime"" her ancestors <br> committed to bring on this curse (14). <br>   [SOURCE: Rosa]",1,NA,Plot,28,NA,Told,144
1850-01-01,"Rosa describes her visits as a child <br> to Sutpen's, and her sister's dying request, <br> and wonders again ""what crime"" her ancestors <br> committed to bring on this curse (14). <br>   [SOURCE: Rosa]",1,NA,Story,144,NA,Told,144
06-09-09,"In a break in Rosa's narrative, Quentin <br> has a vision of her as ""a <br> little girl"" (14).     [SOURCE: Narrator]",1,NA,Plot,29,NA,Narrated,541
06-09-09,"In a break in Rosa's narrative, Quentin <br> has a vision of her as ""a <br> little girl"" (14).     [SOURCE: Narrator]",1,NA,Story,541,NA,Narrated,541
1850-01-01,"Rosa complains she was born ""too late,"" <br> remembering her strained childhood and returning to <br> the moment when her dying sister asked <br> for her help (15).   [SOURCE: Rosa]",1,NA,Plot,30,NA,Told,145
1850-01-01,"Rosa complains she was born ""too late,"" <br> remembering her strained childhood and returning to <br> the moment when her dying sister asked <br> for her help (15).   [SOURCE: Rosa]",1,NA,Story,145,NA,Told,145
06-09-09,"Listening to ""the talking, the telling"" in <br> Rosa's dark room, Quentin feels as if <br> he is experiencing ""a dream"" (15).     [SOURCE: Narrator]",1,NA,Plot,31,NA,Narrated,542
06-09-09,"Listening to ""the talking, the telling"" in <br> Rosa's dark room, Quentin feels as if <br> he is experiencing ""a dream"" (15).     [SOURCE: Narrator]",1,NA,Story,542,NA,Narrated,542
1848-01-01,"Rosa recalls the first time she remembers <br> seeing Sutpen and Ellen and their children: <br> a Sunday when she was three and <br> their carriage arrived at church in ""a <br> fury of wildeyed horses"" and ""dust"" (16). <br>   [SOURCE: Rosa]",1,NA,Plot,32,NA,Told,134
1848-01-01,"Rosa recalls the first time she remembers <br> seeing Sutpen and Ellen and their children: <br> a Sunday when she was three and <br> their carriage arrived at church in ""a <br> fury of wildeyed horses"" and ""dust"" (16). <br>   [SOURCE: Rosa]",1,NA,Story,134,NA,Told,134
1848-01-08,"Rosa explains how Sutpen stopped coming to <br> church after the minister spoke to him <br> about the racing, but the racing continued, <br> instigated by ""the negro"" (17).   [SOURCE: Rosa]",1,NA,Plot,33,NA,Told,135
1848-01-08,"Rosa explains how Sutpen stopped coming to <br> church after the minister spoke to him <br> about the racing, but the racing continued, <br> instigated by ""the negro"" (17).   [SOURCE: Rosa]",1,NA,Story,135,NA,Told,135
1848-01-15,Rosa recalls overhearing a conversation about the <br> carriage racing between her aunt and her <br> father.   [SOURCE: Rosa],1,NA,Plot,34,NA,Narrated,136
1848-01-15,Rosa recalls overhearing a conversation about the <br> carriage racing between her aunt and her <br> father.   [SOURCE: Rosa],1,NA,Story,136,NA,Narrated,136
1848-01-15,"When Ellen replaces the carriage and the <br> driver to prevent racing, it is Judith <br> - ""not the boy . . . <br> [but] the girl"" (18) - who throws <br> a tantrum.   [SOURCE: Rosa]",1,NA,Plot,35,NA,Told,137
1848-01-15,"When Ellen replaces the carriage and the <br> driver to prevent racing, it is Judith <br> - ""not the boy . . . <br> [but] the girl"" (18) - who throws <br> a tantrum.   [SOURCE: Rosa]",1,NA,Story,137,NA,Told,137
1849-01-01,"Rosa recalls the first time she remembers <br> going into Sutpen's house, when she was <br> four; there she overhears a conversation between <br> her father and her sister.   [SOURCE: Rosa]",1,NA,Plot,36,NA,Told,140
1849-01-01,"Rosa recalls the first time she remembers <br> going into Sutpen's house, when she was <br> four; there she overhears a conversation between <br> her father and her sister.   [SOURCE: Rosa]",1,NA,Story,140,NA,Told,140
1849-01-01,"Rosa sums up the next six years <br> in her childhood, mentioning the absence of <br> her aunt, and the occasional visits from <br> Ellen to the Coldfield house, where Rosa <br> is ""keeping house for papa"" (19).   [SOURCE: Rosa]",1,NA,Plot,37,NA,Told,141
1849-01-01,"Rosa sums up the next six years <br> in her childhood, mentioning the absence of <br> her aunt, and the occasional visits from <br> Ellen to the Coldfield house, where Rosa <br> is ""keeping house for papa"" (19).   [SOURCE: Rosa]",1,NA,Story,141,NA,Told,141
1849-01-01,"Rosa describes the wrestling matches at Sutpen's <br> between ""two of his wild negroes"" (20), <br> and the men from town who came <br> to watch.   [SOURCE: Rosa]",1,NA,Plot,38,NA,Told,142
1849-01-01,"Rosa describes the wrestling matches at Sutpen's <br> between ""two of his wild negroes"" (20), <br> and the men from town who came <br> to watch.   [SOURCE: Rosa]",1,NA,Story,142,NA,Told,142
1855-01-01,"Rosa describes the one night when Ellen <br> went down to the stable to see <br> her husband wrestling a slave while their <br> son ""screamed and vomited"" (21), and Judith <br> watched from ""the loft"" - along with <br> a ""negro girl"" who also had the <br> face of a Sutpen (22).  [SOURCE: Rosa]",1,NA,Plot,39,NA,Told,153
1855-01-01,"Rosa describes the one night when Ellen <br> went down to the stable to see <br> her husband wrestling a slave while their <br> son ""screamed and vomited"" (21), and Judith <br> watched from ""the loft"" - along with <br> a ""negro girl"" who also had the <br> face of a Sutpen (22).  [SOURCE: Rosa]",1,NA,Story,153,NA,Told,153
06-09-09,"The scene shifts to the ""front gallery"" <br> (i.e. the porch) of the Compson house, <br> where Quentin and Mr. Compson sit in <br> the ""twilight"" (23).  [SOURCE: Narrator]",2,Mr. Compson narrates,Plot,40,"""top right""",Narrated,552
06-09-09,"The scene shifts to the ""front gallery"" <br> (i.e. the porch) of the Compson house, <br> where Quentin and Mr. Compson sit in <br> the ""twilight"" (23).  [SOURCE: Narrator]",2,Mr. Compson narrates,Story,552,"""middle left""",Narrated,552
13-01-10,"The narrative anticipates the time, ""five months <br> later,"" when Mr. Compson's letter reaches Quentin <br> at Harvard (23).  [SOURCE: Narrator]",2,NA,Plot,41,NA,Narrated,590
13-01-10,"The narrative anticipates the time, ""five months <br> later,"" when Mr. Compson's letter reaches Quentin <br> at Harvard (23).  [SOURCE: Narrator]",2,NA,Story,590,NA,Narrated,590
1833-06-01,"The narrative connects Sutpen's arrival in Jefferson <br> with Quentin's life by noting that he <br> ""still breathed the same air"" and even <br> ""heard one of the original three [church] <br> bells"" that rang on ""that Sunday morning <br> in 1833"" (23).   [SOURCE: Narrator]",2,NA,Plot,42,NA,Narrated,54
1833-06-01,"The narrative connects Sutpen's arrival in Jefferson <br> with Quentin's life by noting that he <br> ""still breathed the same air"" and even <br> ""heard one of the original three [church] <br> bells"" that rang on ""that Sunday morning <br> in 1833"" (23).   [SOURCE: Narrator]",2,NA,Story,54,NA,Narrated,54
1833-06-01,"The narrator describes Sutpen's arrival in Jefferson, <br> and the appearance of the town, in <br> 1833; this revises what the narrator had <br> said about that arrival in Chapter 1. <br>  [SOURCE: Narrator]",2,NA,Plot,43,NA,Narrated,48
1833-06-01,"The narrator describes Sutpen's arrival in Jefferson, <br> and the appearance of the town, in <br> 1833; this revises what the narrator had <br> said about that arrival in Chapter 1. <br>  [SOURCE: Narrator]",2,NA,Story,48,NA,Narrated,48
1833-07-01,"The narrative anticipates Sutpen's first month in <br> Jefferson.  [SOURCE: Narrator, Town]",2,NA,Plot,44,NA,Narrated,64
1833-07-01,"The narrative anticipates Sutpen's first month in <br> Jefferson.  [SOURCE: Narrator, Town]",2,NA,Story,64,NA,Narrated,64
1833-06-01,"The narrative sums up the way Sutpen <br> looked to the town when he first <br> arrived: ""like a man who had been <br> through some solitary furnace experience"" (24).  [SOURCE: Narrator]",2,NA,Plot,45,NA,Narrated,50
1833-06-01,"The narrative sums up the way Sutpen <br> looked to the town when he first <br> arrived: ""like a man who had been <br> through some solitary furnace experience"" (24).  [SOURCE: Narrator]",2,NA,Story,50,NA,Narrated,50
1835-01-01,"The narrative anticipates what ""the town learned"" <br> about Sutpen's first arrival ""years"" afterwards (24). <br>  [SOURCE: Narrator, Town]",2,NA,Plot,46,NA,Narrated,92
1835-01-01,"The narrative anticipates what ""the town learned"" <br> about Sutpen's first arrival ""years"" afterwards (24). <br>  [SOURCE: Narrator, Town]",2,NA,Story,92,NA,Narrated,92
1833-06-01,The narrative describes what the town saw <br> when Sutpen first arrived.  [SOURCE: Narrator],2,NA,Plot,47,NA,Narrated,51
1833-06-01,The narrative describes what the town saw <br> when Sutpen first arrived.  [SOURCE: Narrator],2,NA,Story,51,NA,Narrated,51
06-09-09,In the middle of describing Sutpen's first <br> appearance in June 1833 the narrative recalls <br> (and jumps ahead to) what Rosa had <br> described to Quentin in September 1909.  [SOURCE: Narrator],2,NA,Plot,48,NA,Narrated,534
06-09-09,In the middle of describing Sutpen's first <br> appearance in June 1833 the narrative recalls <br> (and jumps ahead to) what Rosa had <br> described to Quentin in September 1909.  [SOURCE: Narrator],2,NA,Story,534,NA,Narrated,534
1833-06-04,"The narrative describes Sutpen's pistols, and the <br> demonstration he gave of his prowess with <br> them.  [SOURCE: Narrator, Grandfather]",2,NA,Plot,49,NA,Narrated,60
1833-06-04,"The narrative describes Sutpen's pistols, and the <br> demonstration he gave of his prowess with <br> them.  [SOURCE: Narrator, Grandfather]",2,NA,Story,60,NA,Narrated,60
1833-06-03,"While Sutpen stays at the Holston House, <br> the men of Jefferson try to learn <br> more about him.  [SOURCE: Narrator, Town]",2,NA,Plot,50,NA,Narrated,57
1833-06-03,"While Sutpen stays at the Holston House, <br> the men of Jefferson try to learn <br> more about him.  [SOURCE: Narrator, Town]",2,NA,Story,57,NA,Narrated,57
1840-01-01,"The narrative anticipates two events ""years later"": <br> when General Compson understood why Sutpen never <br> drank in 1833, and when Compson became <br> ""General Compson"" (25).  [SOURCE: Narrator, Grandfather]",2,NA,Plot,51,NA,Narrated,126
1840-01-01,"The narrative anticipates two events ""years later"": <br> when General Compson understood why Sutpen never <br> drank in 1833, and when Compson became <br> ""General Compson"" (25).  [SOURCE: Narrator, Grandfather]",2,NA,Story,126,NA,Narrated,126
1833-06-01,"""It was General Compson"" who first realizes <br> how driven Sutpen was during the years <br> between his arrival and the birth of <br> his son (25).  (The confusing chronological references in this passage <br> seem deliberate: does it describe something that <br> happened after Compson became ""General Compson"" in <br> 1864-1865? or something that happened ""at this <br> time"" in 1833-1839 - decades before Compson <br> became ""General Compson""?)  [SOURCE: Narrator, Grandfather]",2,NA,Plot,52,NA,Narrated,59
1833-06-01,"""It was General Compson"" who first realizes <br> how driven Sutpen was during the years <br> between his arrival and the birth of <br> his son (25).  (The confusing chronological references in this passage <br> seem deliberate: does it describe something that <br> happened after Compson became ""General Compson"" in <br> 1864-1865? or something that happened ""at this <br> time"" in 1833-1839 - decades before Compson <br> became ""General Compson""?)  [SOURCE: Narrator, Grandfather]",2,NA,Story,59,NA,Narrated,59
1833-06-02,"The men in the Holston House continue <br> trying, unsuccessfully, to learn ""who [Sutpen] was <br> and where he came from and what <br> he was up to"" (25).    [SOURCE: Narrator]",2,NA,Plot,53,NA,Narrated,56
1833-06-02,"The men in the Holston House continue <br> trying, unsuccessfully, to learn ""who [Sutpen] was <br> and where he came from and what <br> he was up to"" (25).    [SOURCE: Narrator]",2,NA,Story,56,NA,Narrated,56
1833-06-07,"On a Saturday night, Sutpen records a <br> deed to ""a hundred square miles of <br> some of the best virgin bottom land <br> in the county"" (26).  [SOURCE: Narrator, Town]",2,NA,Plot,54,NA,Narrated,61
1833-06-07,"On a Saturday night, Sutpen records a <br> deed to ""a hundred square miles of <br> some of the best virgin bottom land <br> in the county"" (26).  [SOURCE: Narrator, Town]",2,NA,Story,61,NA,Narrated,61
1833-06-08,"Sutpen leaves town.  In his absence the men discuss what <br> it means that he has become a <br> land owner.    [SOURCE: Narrator, Grandfather]",2,NA,Plot,55,NA,Narrated,63
1833-06-08,"Sutpen leaves town.  In his absence the men discuss what <br> it means that he has become a <br> land owner.    [SOURCE: Narrator, Grandfather]",2,NA,Story,63,NA,Narrated,63
06-09-09,"The narrative jumps ahead from Sutpen's first <br> summer in Jefferson to the story Rosa <br> tells Quentin ""almost eighty years later"" (26). <br>  [SOURCE: Narrator]",2,NA,Plot,56,NA,Narrated,533
06-09-09,"The narrative jumps ahead from Sutpen's first <br> summer in Jefferson to the story Rosa <br> tells Quentin ""almost eighty years later"" (26). <br>  [SOURCE: Narrator]",2,NA,Story,533,NA,Narrated,533
1833-08-01,"Two months after registering his deed, Sutpen <br> returns to Jefferson with the wagon full <br> of enslaved people and the French architect. <br>  Over the next two years they build <br> Sutpen's plantation house.  (Note: this revises or contradicts the date <br> the narrator gave for Sutpen's arrival with <br> slaves and architect in Chapter 1.)  [SOURCE: Narrator, Rosa, Town]",2,NA,Plot,57,NA,Narrated,65
1833-08-01,"Two months after registering his deed, Sutpen <br> returns to Jefferson with the wagon full <br> of enslaved people and the French architect. <br>  Over the next two years they build <br> Sutpen's plantation house.  (Note: this revises or contradicts the date <br> the narrator gave for Sutpen's arrival with <br> slaves and architect in Chapter 1.)  [SOURCE: Narrator, Rosa, Town]",2,NA,Story,65,NA,Narrated,65
1837-01-01,"Although the French architect only passes through <br> Jefferson twice in two years, ""years later"" <br> the town learns more about him.  [SOURCE: Narrator, Town]",2,NA,Plot,58,NA,Narrated,95
1837-01-01,"Although the French architect only passes through <br> Jefferson twice in two years, ""years later"" <br> the town learns more about him.  [SOURCE: Narrator, Town]",2,NA,Story,95,NA,Narrated,95
1833-08-01,"When Sutpen passes through Jefferson the second <br> time, someone discovers that his wagon is <br> full of slaves.  [SOURCE: Narrator, Town]",2,NA,Plot,59,NA,Narrated,66
1833-08-01,"When Sutpen passes through Jefferson the second <br> time, someone discovers that his wagon is <br> full of slaves.  [SOURCE: Narrator, Town]",2,NA,Story,66,NA,Narrated,66
1840-01-01,"""Later"" Sutpen explains his haste on the <br> day of his second arrival in Jefferson <br> (27).  [SOURCE: Narrator, Grandfather]",2,NA,Plot,60,NA,Told,125
1840-01-01,"""Later"" Sutpen explains his haste on the <br> day of his second arrival in Jefferson <br> (27).  [SOURCE: Narrator, Grandfather]",2,NA,Story,125,NA,Told,125
1833-08-02,"Men from the town go out to <br> Sutpen's to watch as he and his <br> slaves, all of them naked and covered <br> with mud, built his plantation house.    [SOURCE: Narrator, Rosa, Father, Grandfather, Town]",2,NA,Plot,61,NA,Narrated,67
1833-08-02,"Men from the town go out to <br> Sutpen's to watch as he and his <br> slaves, all of them naked and covered <br> with mud, built his plantation house.    [SOURCE: Narrator, Rosa, Father, Grandfather, Town]",2,NA,Story,67,NA,Narrated,67
1833-09-01,"It took two years to build the <br> house at Sutpen's Hundred.    [SOURCE: Narrator, Grandfather, Town]",2,NA,Plot,62,NA,Narrated,68
1833-09-01,"It took two years to build the <br> house at Sutpen's Hundred.    [SOURCE: Narrator, Grandfather, Town]",2,NA,Story,68,NA,Narrated,68
06-09-09,"Quentin has seen the Sutpen house ""seventy-five <br> years after it was finished"" (29) - <br> which would be 1910, when Quentin is <br> in Massachusetts.  Presumably the reference is to the trip <br> Quentin takes with Rosa in September 1909. <br>  [SOURCE: Narrator]",2,NA,Plot,63,NA,Narrated,573
06-09-09,"Quentin has seen the Sutpen house ""seventy-five <br> years after it was finished"" (29) - <br> which would be 1910, when Quentin is <br> in Massachusetts.  Presumably the reference is to the trip <br> Quentin takes with Rosa in September 1909. <br>  [SOURCE: Narrator]",2,NA,Story,573,NA,Narrated,573
1833-09-01,"General Compson expresses his admiration for what <br> Sutpen's architect - an ""artist"" - was <br> able to accomplish in the face of <br> environmental circumstances and Sutpen's own ""over-weening vanity"" <br> (29).  [SOURCE: Narrator, Grandfather]",2,NA,Plot,64,NA,Narrated,69
1833-09-01,"General Compson expresses his admiration for what <br> Sutpen's architect - an ""artist"" - was <br> able to accomplish in the face of <br> environmental circumstances and Sutpen's own ""over-weening vanity"" <br> (29).  [SOURCE: Narrator, Grandfather]",2,NA,Story,69,NA,Narrated,69
1834-06-04,A parenthetical reference that implies what General <br> Compson would learn later about Sutpen's ambition. <br>    [SOURCE: Narrator],2,NA,Plot,65,NA,Narrated,88
1834-06-04,A parenthetical reference that implies what General <br> Compson would learn later about Sutpen's ambition. <br>    [SOURCE: Narrator],2,NA,Story,88,NA,Narrated,88
1835-01-01,"""For three years"" Sutpen lives on his <br> plantation, unfinished but with ""slave quarters and <br> stables and smokehouses"" and with cotton grown <br> from seed provided by General Compson (29). <br>  He invites ""parties of men"" who hunt <br> and drink in a very ""masculine"" existence <br> (30).  [SOURCE: Narrator, Rosa, Grandfather, Town]",2,NA,Plot,66,NA,Narrated,90
1835-01-01,"""For three years"" Sutpen lives on his <br> plantation, unfinished but with ""slave quarters and <br> stables and smokehouses"" and with cotton grown <br> from seed provided by General Compson (29). <br>  He invites ""parties of men"" who hunt <br> and drink in a very ""masculine"" existence <br> (30).  [SOURCE: Narrator, Rosa, Grandfather, Town]",2,NA,Story,90,NA,Narrated,90
1838-01-01,"On another Sunday morning, Sutpen comes into <br> Jefferson - this time to attend services <br> at ""the Methodist church"" (31).  The town believes he has come to <br> find a wife, but is surprised when <br> he seems to single out Goodhue Coldfield, <br> forgetting that he has ""a marriageable daughter"" <br> (32).  [SOURCE: Narrator, Town]",2,NA,Plot,67,NA,Narrated,98
